Date,Symbol,Close
4/28/2014,AMZN,296.58
4/29/2014,AMZN,300.38
4/30/2014,AMZN,304.13
5/1/2014,AMZN,307.89
5/2/2014,AMZN,308.01
5/5/2014,AMZN,310.05
5/6/2014,AMZN,297.38
5/7/2014,AMZN,292.71
5/8/2014,AMZN,288.32
5/9/2014,AMZN,292.24
5/12/2014,AMZN,302.86
5/13/2014,AMZN,304.64
5/14/2014,AMZN,297.62
5/15/2014,AMZN,295.19
5/16/2014,AMZN,297.7
5/19/2014,AMZN,296.76
5/20/2014,AMZN,301.19
5/21/2014,AMZN,305.01
5/22/2014,AMZN,304.91
5/23/2014,AMZN,312.24
5/27/2014,AMZN,310.82
5/28/2014,AMZN,310.16
5/29/2014,AMZN,313.78
5/30/2014,AMZN,312.55
6/2/2014,AMZN,308.84
6/3/2014,AMZN,307.19
6/4/2014,AMZN,306.78
6/5/2014,AMZN,323.57
6/6/2014,AMZN,329.67
6/9/2014,AMZN,327.5
6/10/2014,AMZN,332.41
6/11/2014,AMZN,335.2
6/12/2014,AMZN,325.91
6/13/2014,AMZN,326.27
6/16/2014,AMZN,327.62
6/17/2014,AMZN,325.62
6/18/2014,AMZN,334.38
6/19/2014,AMZN,327
6/20/2014,AMZN,324.2
6/23/2014,AMZN,327.24
6/24/2014,AMZN,324.16
6/25/2014,AMZN,327.44
6/26/2014,AMZN,325.69
6/27/2014,AMZN,324.57
6/30/2014,AMZN,324.78
7/1/2014,AMZN,332.39
7/2/2014,AMZN,332.85
7/3/2014,AMZN,337.49
7/7/2014,AMZN,333.55
7/8/2014,AMZN,323.81
7/9/2014,AMZN,329.97
7/10/2014,AMZN,327.92
7/11/2014,AMZN,346.2
7/14/2014,AMZN,355.32
7/15/2014,AMZN,354.44
7/16/2014,AMZN,355.9
7/17/2014,AMZN,352.45
7/18/2014,AMZN,358.66
7/21/2014,AMZN,359.76
7/22/2014,AMZN,360.84
7/23/2014,AMZN,358.14
7/24/2014,AMZN,358.61
7/25/2014,AMZN,324.01
7/28/2014,AMZN,320.41
7/29/2014,AMZN,320
7/30/2014,AMZN,322.51
7/31/2014,AMZN,312.99
8/1/2014,AMZN,307.06
8/4/2014,AMZN,313.65
8/5/2014,AMZN,312.32
8/6/2014,AMZN,313.89
8/7/2014,AMZN,311.45
8/8/2014,AMZN,316.8
8/11/2014,AMZN,318.33
8/12/2014,AMZN,319.32
8/13/2014,AMZN,326.28
8/14/2014,AMZN,333.21
8/15/2014,AMZN,333.63
8/18/2014,AMZN,334.53
8/19/2014,AMZN,335.13
8/20/2014,AMZN,335.78
8/21/2014,AMZN,332.91
8/22/2014,AMZN,331.59
8/25/2014,AMZN,334.02
8/26/2014,AMZN,341.83
8/27/2014,AMZN,343.18
8/28/2014,AMZN,340.02
8/29/2014,AMZN,339.04
9/2/2014,AMZN,342.38
9/3/2014,AMZN,339
9/4/2014,AMZN,345.95
9/5/2014,AMZN,346.38
9/8/2014,AMZN,342.34
9/9/2014,AMZN,329.75
9/10/2014,AMZN,331.33
9/11/2014,AMZN,330.52
9/12/2014,AMZN,331.19
9/15/2014,AMZN,323.89
9/16/2014,AMZN,327.76
9/17/2014,AMZN,324
9/18/2014,AMZN,325
9/19/2014,AMZN,331.32
9/22/2014,AMZN,324.5
9/23/2014,AMZN,323.63
9/24/2014,AMZN,328.21
9/25/2014,AMZN,321.93
9/26/2014,AMZN,323.21
9/29/2014,AMZN,321.82
9/30/2014,AMZN,322.44
10/1/2014,AMZN,317.46
10/2/2014,AMZN,318.41
10/3/2014,AMZN,322.74
10/6/2014,AMZN,322.2
10/7/2014,AMZN,316.98
10/8/2014,AMZN,322.7
10/9/2014,AMZN,315.37
10/10/2014,AMZN,311.39
10/13/2014,AMZN,306.45
10/14/2014,AMZN,308.31
10/15/2014,AMZN,305.97
10/16/2014,AMZN,302.86
10/17/2014,AMZN,303.64
10/20/2014,AMZN,306.21
10/21/2014,AMZN,315.33
10/22/2014,AMZN,312.97
10/23/2014,AMZN,313.18
10/24/2014,AMZN,287.06
10/27/2014,AMZN,289.97
10/28/2014,AMZN,295.59
10/29/2014,AMZN,294.12
10/30/2014,AMZN,299.07
10/31/2014,AMZN,305.46
11/3/2014,AMZN,305.72
11/4/2014,AMZN,302.81
11/5/2014,AMZN,296.52
11/6/2014,AMZN,296.64
11/7/2014,AMZN,299.86
11/10/2014,AMZN,305.11
11/11/2014,AMZN,312.01
11/12/2014,AMZN,311.51
11/13/2014,AMZN,316.48
11/14/2014,AMZN,327.82
11/17/2014,AMZN,323.05
11/18/2014,AMZN,324.93
11/19/2014,AMZN,326.54
11/20/2014,AMZN,330.54
11/21/2014,AMZN,332.63
11/24/2014,AMZN,335.64
11/25/2014,AMZN,335.04
11/26/2014,AMZN,333.57
11/28/2014,AMZN,338.64
12/1/2014,AMZN,326
12/2/2014,AMZN,326.31
12/3/2014,AMZN,316.5
12/4/2014,AMZN,316.93
12/5/2014,AMZN,312.63
12/8/2014,AMZN,306.64
12/9/2014,AMZN,312.5
12/10/2014,AMZN,305.84
12/11/2014,AMZN,307.36
12/12/2014,AMZN,307.32
12/15/2014,AMZN,306.07
12/16/2014,AMZN,295.06
12/17/2014,AMZN,298.88
12/18/2014,AMZN,297.73
12/19/2014,AMZN,299.9
12/22/2014,AMZN,306.54
12/23/2014,AMZN,306.29
12/24/2014,AMZN,303.03
12/26/2014,AMZN,309.09
12/29/2014,AMZN,312.04
12/30/2014,AMZN,310.3
12/31/2014,AMZN,310.35
1/2/2015,AMZN,308.52
1/5/2015,AMZN,302.19
1/6/2015,AMZN,295.29
1/7/2015,AMZN,298.42
1/8/2015,AMZN,300.46
1/9/2015,AMZN,296.93
1/12/2015,AMZN,291.41
1/13/2015,AMZN,294.74
1/14/2015,AMZN,293.27
1/15/2015,AMZN,286.95
1/16/2015,AMZN,290.74
1/20/2015,AMZN,289.44
1/21/2015,AMZN,297.25
1/22/2015,AMZN,310.32
1/23/2015,AMZN,312.39
1/26/2015,AMZN,309.66
1/27/2015,AMZN,306.75
1/28/2015,AMZN,303.91
1/29/2015,AMZN,311.78
1/30/2015,AMZN,354.53
2/2/2015,AMZN,364.47
2/3/2015,AMZN,363.55
2/4/2015,AMZN,364.75
2/5/2015,AMZN,373.89
2/6/2015,AMZN,374.28
2/9/2015,AMZN,370.56
2/10/2015,AMZN,373
2/11/2015,AMZN,375.14
2/12/2015,AMZN,377.17
2/13/2015,AMZN,381.83
2/17/2015,AMZN,375.43
2/18/2015,AMZN,373.37
2/19/2015,AMZN,379
2/20/2015,AMZN,383.66
2/23/2015,AMZN,380.14
2/24/2015,AMZN,378.59
2/25/2015,AMZN,385.37
2/26/2015,AMZN,384.8
2/27/2015,AMZN,380.16
3/2/2015,AMZN,385.66
3/3/2015,AMZN,384.61
3/4/2015,AMZN,382.72
3/5/2015,AMZN,387.83
3/6/2015,AMZN,380.09
3/9/2015,AMZN,378.56
3/10/2015,AMZN,369.51
3/11/2015,AMZN,366.37
3/12/2015,AMZN,374.24
3/13/2015,AMZN,370.58
3/16/2015,AMZN,373.35
3/17/2015,AMZN,371.92
3/18/2015,AMZN,375.14
3/19/2015,AMZN,373.24
3/20/2015,AMZN,378.49
3/23/2015,AMZN,375.11
3/24/2015,AMZN,374.09
3/25/2015,AMZN,370.96
3/26/2015,AMZN,367.35
3/27/2015,AMZN,370.56
3/30/2015,AMZN,374.59
3/31/2015,AMZN,372.1
4/1/2015,AMZN,370.26
4/2/2015,AMZN,372.25
4/6/2015,AMZN,377.04
4/7/2015,AMZN,374.41
4/8/2015,AMZN,381.2
4/9/2015,AMZN,383.54
4/10/2015,AMZN,382.65
4/13/2015,AMZN,382.36
4/14/2015,AMZN,385.11
4/15/2015,AMZN,383.45
4/16/2015,AMZN,386.04
4/17/2015,AMZN,375.56
4/20/2015,AMZN,389.51
4/21/2015,AMZN,391.18
4/22/2015,AMZN,389.8
4/23/2015,AMZN,389.99
4/24/2015,AMZN,445.1
4/27/2015,AMZN,438.56
4/28/2015,AMZN,429.31
4/29/2015,AMZN,429.37
4/30/2015,AMZN,421.78
5/1/2015,AMZN,422.87
5/4/2015,AMZN,423.04
5/5/2015,AMZN,421.19
5/6/2015,AMZN,419.1
5/7/2015,AMZN,426.88
5/8/2015,AMZN,433.69
5/11/2015,AMZN,432.85
5/12/2015,AMZN,431.02
5/13/2015,AMZN,426.87
5/14/2015,AMZN,432.28
5/15/2015,AMZN,426
5/18/2015,AMZN,425.24
5/19/2015,AMZN,421.71
5/20/2015,AMZN,423.86
5/21/2015,AMZN,431.63
5/22/2015,AMZN,427.63
5/26/2015,AMZN,425.47
5/27/2015,AMZN,431.42
5/28/2015,AMZN,426.57
5/29/2015,AMZN,429.23
6/1/2015,AMZN,430.92
6/2/2015,AMZN,430.99
6/3/2015,AMZN,436.59
6/4/2015,AMZN,430.78
6/5/2015,AMZN,426.95
6/8/2015,AMZN,423.5
6/9/2015,AMZN,425.48
6/10/2015,AMZN,430.77
6/11/2015,AMZN,432.97
6/12/2015,AMZN,429.92
6/15/2015,AMZN,423.67
6/16/2015,AMZN,427.26
6/17/2015,AMZN,427.81
6/18/2015,AMZN,439.39
6/19/2015,AMZN,434.92
6/22/2015,AMZN,436.29
6/23/2015,AMZN,445.99
6/24/2015,AMZN,440.84
6/25/2015,AMZN,440.1
6/26/2015,AMZN,438.1
6/29/2015,AMZN,429.86
6/30/2015,AMZN,434.09
7/1/2015,AMZN,437.39
7/2/2015,AMZN,437.71
7/6/2015,AMZN,436.04
7/7/2015,AMZN,436.72
7/8/2015,AMZN,429.7
7/9/2015,AMZN,434.39
7/10/2015,AMZN,443.51
7/13/2015,AMZN,455.57
7/14/2015,AMZN,465.57
7/15/2015,AMZN,461.19
7/16/2015,AMZN,475.48
7/17/2015,AMZN,483.01
7/20/2015,AMZN,488.1
7/21/2015,AMZN,488
7/22/2015,AMZN,488.27
7/23/2015,AMZN,482.18
7/24/2015,AMZN,529.42
7/27/2015,AMZN,531.41
7/28/2015,AMZN,526.03
7/29/2015,AMZN,529
7/30/2015,AMZN,536.76
7/31/2015,AMZN,536.15
8/3/2015,AMZN,535.03
8/4/2015,AMZN,531.9
8/5/2015,AMZN,537.01
8/6/2015,AMZN,529.46
8/7/2015,AMZN,522.62
8/10/2015,AMZN,524
8/11/2015,AMZN,527.46
8/12/2015,AMZN,525.91
8/13/2015,AMZN,529.66
8/14/2015,AMZN,531.52
8/17/2015,AMZN,535.22
8/18/2015,AMZN,535.02
8/19/2015,AMZN,532.92
8/20/2015,AMZN,515.78
8/21/2015,AMZN,494.47
8/24/2015,AMZN,463.37
8/25/2015,AMZN,466.37
8/26/2015,AMZN,500.77
8/27/2015,AMZN,518.37
8/28/2015,AMZN,518.01
8/31/2015,AMZN,512.89
9/1/2015,AMZN,496.54
9/2/2015,AMZN,510.55
9/3/2015,AMZN,504.72
9/4/2015,AMZN,499
9/8/2015,AMZN,517.54
9/9/2015,AMZN,516.89
9/10/2015,AMZN,522.24
9/11/2015,AMZN,529.44
9/14/2015,AMZN,521.38
9/15/2015,AMZN,522.37
9/16/2015,AMZN,527.39
9/17/2015,AMZN,538.87
9/18/2015,AMZN,540.26
9/21/2015,AMZN,548.39
9/22/2015,AMZN,538.4
9/23/2015,AMZN,536.07
9/24/2015,AMZN,533.75
9/25/2015,AMZN,524.25
9/28/2015,AMZN,504.06
9/29/2015,AMZN,496.07
9/30/2015,AMZN,511.89
10/1/2015,AMZN,520.72
10/2/2015,AMZN,532.54
10/5/2015,AMZN,543.68
10/6/2015,AMZN,537.48
10/7/2015,AMZN,541.94
10/8/2015,AMZN,533.16
10/9/2015,AMZN,539.8
10/12/2015,AMZN,550.19
10/13/2015,AMZN,548.9
10/14/2015,AMZN,544.83
10/15/2015,AMZN,562.44
10/16/2015,AMZN,570.76
10/19/2015,AMZN,573.15
10/20/2015,AMZN,560.88
10/21/2015,AMZN,555.77
10/22/2015,AMZN,563.91
10/23/2015,AMZN,599.03
10/26/2015,AMZN,608.61
10/27/2015,AMZN,611.01
10/28/2015,AMZN,617.1
10/29/2015,AMZN,626.55
10/30/2015,AMZN,625.9
11/2/2015,AMZN,628.35
11/3/2015,AMZN,625.31
11/4/2015,AMZN,640.95
11/5/2015,AMZN,655.65
11/6/2015,AMZN,659.37
11/9/2015,AMZN,655.49
11/10/2015,AMZN,659.68
11/11/2015,AMZN,673.25
11/12/2015,AMZN,665.6
11/13/2015,AMZN,642.35
11/16/2015,AMZN,647.81
11/17/2015,AMZN,643.3
11/18/2015,AMZN,663.54
11/19/2015,AMZN,661.27
11/20/2015,AMZN,668.45
11/23/2015,AMZN,678.99
11/24/2015,AMZN,671.15
11/25/2015,AMZN,675.34
11/27/2015,AMZN,673.26
11/30/2015,AMZN,664.8
12/1/2015,AMZN,679.06
12/2/2015,AMZN,676.01
12/3/2015,AMZN,666.25
12/4/2015,AMZN,672.64
12/7/2015,AMZN,669.83
12/8/2015,AMZN,677.33
12/9/2015,AMZN,664.79
12/10/2015,AMZN,662.32
12/11/2015,AMZN,640.15
12/14/2015,AMZN,657.91
12/15/2015,AMZN,658.64
12/16/2015,AMZN,675.77
12/17/2015,AMZN,670.65
12/18/2015,AMZN,664.14
12/21/2015,AMZN,664.51
12/22/2015,AMZN,663.15
12/23/2015,AMZN,663.7
12/24/2015,AMZN,662.79
12/28/2015,AMZN,675.2
12/29/2015,AMZN,693.97
12/30/2015,AMZN,689.07
12/31/2015,AMZN,675.89
1/4/2016,AMZN,636.99
1/5/2016,AMZN,633.79
1/6/2016,AMZN,632.65
1/7/2016,AMZN,607.94
1/8/2016,AMZN,607.05
1/11/2016,AMZN,617.74
1/12/2016,AMZN,617.89
1/13/2016,AMZN,581.81
1/14/2016,AMZN,593
1/15/2016,AMZN,570.18
1/19/2016,AMZN,574.48
1/20/2016,AMZN,571.77
1/21/2016,AMZN,575.02
1/22/2016,AMZN,596.38
1/25/2016,AMZN,596.53
1/26/2016,AMZN,601.25
1/27/2016,AMZN,583.35
1/28/2016,AMZN,635.35
1/29/2016,AMZN,587
2/1/2016,AMZN,574.81
2/2/2016,AMZN,552.1
2/3/2016,AMZN,531.07
2/4/2016,AMZN,536.26
2/5/2016,AMZN,502.13
2/8/2016,AMZN,488.1
2/9/2016,AMZN,482.07
2/10/2016,AMZN,490.48
2/11/2016,AMZN,503.82
2/12/2016,AMZN,507.08
2/16/2016,AMZN,521.1
2/17/2016,AMZN,534.1
2/18/2016,AMZN,525
2/19/2016,AMZN,534.9
2/22/2016,AMZN,559.5
2/23/2016,AMZN,552.94
2/24/2016,AMZN,554.04
2/25/2016,AMZN,555.15
2/26/2016,AMZN,555.23
2/29/2016,AMZN,552.52
3/1/2016,AMZN,579.04
3/2/2016,AMZN,580.21
3/3/2016,AMZN,577.49
3/4/2016,AMZN,575.14
3/7/2016,AMZN,562.8
3/8/2016,AMZN,560.26
3/9/2016,AMZN,559.47
3/10/2016,AMZN,558.93
3/11/2016,AMZN,569.61
3/14/2016,AMZN,573.37
3/15/2016,AMZN,577.02
3/16/2016,AMZN,574.27
3/17/2016,AMZN,559.44
3/18/2016,AMZN,552.08
3/21/2016,AMZN,553.98
3/22/2016,AMZN,560.48
3/23/2016,AMZN,569.63
3/24/2016,AMZN,582.95
3/28/2016,AMZN,579.87
3/29/2016,AMZN,593.86
3/30/2016,AMZN,598.69
3/31/2016,AMZN,593.64
4/1/2016,AMZN,598.5
4/4/2016,AMZN,593.19
4/5/2016,AMZN,586.14
4/6/2016,AMZN,602.08
4/7/2016,AMZN,591.43
4/8/2016,AMZN,594.6
4/11/2016,AMZN,595.93
4/12/2016,AMZN,603.17
4/13/2016,AMZN,614.82
4/14/2016,AMZN,620.75
4/15/2016,AMZN,625.89
4/18/2016,AMZN,635.35
4/19/2016,AMZN,627.9
4/20/2016,AMZN,632.99
4/21/2016,AMZN,631
4/22/2016,AMZN,620.5
4/25/2016,AMZN,626.2
4/26/2016,AMZN,616.88
4/27/2016,AMZN,606.57
4/28/2016,AMZN,602
4/29/2016,AMZN,659.59
5/2/2016,AMZN,683.85
5/3/2016,AMZN,671.32
5/4/2016,AMZN,670.9
5/5/2016,AMZN,659.09
5/6/2016,AMZN,673.95
5/9/2016,AMZN,679.75
5/10/2016,AMZN,703.07
5/11/2016,AMZN,713.23
5/12/2016,AMZN,717.93
5/13/2016,AMZN,709.92
5/16/2016,AMZN,710.66
5/17/2016,AMZN,695.27
5/18/2016,AMZN,697.45
5/19/2016,AMZN,698.52
5/20/2016,AMZN,702.8
5/23/2016,AMZN,696.75
5/24/2016,AMZN,704.2
5/25/2016,AMZN,708.35
5/26/2016,AMZN,714.91
5/27/2016,AMZN,712.24
5/31/2016,AMZN,722.79
6/1/2016,AMZN,719.44
6/2/2016,AMZN,728.24
6/3/2016,AMZN,725.54
6/6/2016,AMZN,726.73
6/7/2016,AMZN,723.74
6/8/2016,AMZN,726.64
6/9/2016,AMZN,727.65
6/10/2016,AMZN,717.91
6/13/2016,AMZN,715.24
6/14/2016,AMZN,719.3
6/15/2016,AMZN,714.26
6/16/2016,AMZN,717.51
6/17/2016,AMZN,706.39
6/20/2016,AMZN,714.01
6/21/2016,AMZN,715.82
6/22/2016,AMZN,710.6
6/23/2016,AMZN,722.08
6/24/2016,AMZN,698.96
6/27/2016,AMZN,691.36
6/28/2016,AMZN,707.95
6/29/2016,AMZN,715.6
6/30/2016,AMZN,715.62
7/1/2016,AMZN,725.68
7/5/2016,AMZN,728.1
7/6/2016,AMZN,737.61
7/7/2016,AMZN,736.57
7/8/2016,AMZN,745.81
7/11/2016,AMZN,753.78
7/12/2016,AMZN,748.21
7/13/2016,AMZN,742.63
7/14/2016,AMZN,741.2
7/15/2016,AMZN,735.44
7/18/2016,AMZN,736.07
7/19/2016,AMZN,739.95
7/20/2016,AMZN,745.72
7/21/2016,AMZN,744.43
7/22/2016,AMZN,744.86
7/25/2016,AMZN,739.61
7/26/2016,AMZN,735.59
7/27/2016,AMZN,736.67
7/28/2016,AMZN,752.61
7/29/2016,AMZN,758.81
8/1/2016,AMZN,767.74
8/2/2016,AMZN,760.58
8/3/2016,AMZN,754.64
8/4/2016,AMZN,760.77
8/5/2016,AMZN,765.98
8/8/2016,AMZN,766.56
8/9/2016,AMZN,768.31
8/10/2016,AMZN,768.56
8/11/2016,AMZN,771.24
8/12/2016,AMZN,772.56
8/15/2016,AMZN,768.49
8/16/2016,AMZN,764.04
8/17/2016,AMZN,764.63
8/18/2016,AMZN,764.46
8/19/2016,AMZN,757.31
8/22/2016,AMZN,759.48
8/23/2016,AMZN,762.45
8/24/2016,AMZN,757.25
8/25/2016,AMZN,759.22
8/26/2016,AMZN,769
8/29/2016,AMZN,771.29
8/30/2016,AMZN,767.58
8/31/2016,AMZN,769.16
9/1/2016,AMZN,770.62
9/2/2016,AMZN,772.44
9/6/2016,AMZN,788.87
9/7/2016,AMZN,784.48
9/8/2016,AMZN,784.06
9/9/2016,AMZN,760.14
9/12/2016,AMZN,771.49
9/13/2016,AMZN,761.01
9/14/2016,AMZN,761.09
9/15/2016,AMZN,769.69
9/16/2016,AMZN,778.52
9/19/2016,AMZN,775.1
9/20/2016,AMZN,780.22
9/21/2016,AMZN,789.74
9/22/2016,AMZN,804.7
9/23/2016,AMZN,805.75
9/26/2016,AMZN,799.16
9/27/2016,AMZN,816.11
9/28/2016,AMZN,828.72
9/29/2016,AMZN,829.05
9/30/2016,AMZN,837.31
10/3/2016,AMZN,836.74
10/4/2016,AMZN,834.03
10/5/2016,AMZN,844.36
10/6/2016,AMZN,841.66
10/7/2016,AMZN,839.43
10/10/2016,AMZN,841.71
10/11/2016,AMZN,831
10/12/2016,AMZN,834.09
10/13/2016,AMZN,829.28
10/14/2016,AMZN,822.96
10/17/2016,AMZN,812.95
10/18/2016,AMZN,817.65
10/19/2016,AMZN,817.69
10/20/2016,AMZN,810.32
10/21/2016,AMZN,818.99
10/24/2016,AMZN,838.09
10/25/2016,AMZN,835.18
10/26/2016,AMZN,822.59
10/27/2016,AMZN,818.36
10/28/2016,AMZN,776.32
10/31/2016,AMZN,789.82
11/1/2016,AMZN,785.41
11/2/2016,AMZN,765.56
11/3/2016,AMZN,767.03
11/4/2016,AMZN,755.05
11/7/2016,AMZN,784.93
11/8/2016,AMZN,787.75
11/9/2016,AMZN,771.88
11/10/2016,AMZN,742.38
11/11/2016,AMZN,739.01
11/14/2016,AMZN,719.07
11/15/2016,AMZN,743.24
11/16/2016,AMZN,746.49
11/17/2016,AMZN,756.4
11/18/2016,AMZN,760.16
11/21/2016,AMZN,780
11/22/2016,AMZN,785.33
11/23/2016,AMZN,780.12
11/25/2016,AMZN,780.37
11/28/2016,AMZN,766.77
11/29/2016,AMZN,762.52
11/30/2016,AMZN,750.57
12/1/2016,AMZN,743.65
12/2/2016,AMZN,740.34
12/5/2016,AMZN,759.36
12/6/2016,AMZN,764.72
12/7/2016,AMZN,770.42
12/8/2016,AMZN,767.33
12/9/2016,AMZN,768.66
12/12/2016,AMZN,760.12
12/13/2016,AMZN,774.34
12/14/2016,AMZN,768.82
12/15/2016,AMZN,761
12/16/2016,AMZN,757.77
12/19/2016,AMZN,766
12/20/2016,AMZN,771.22
12/21/2016,AMZN,770.6
12/22/2016,AMZN,766.34
12/23/2016,AMZN,760.59
12/27/2016,AMZN,771.4
12/28/2016,AMZN,772.13
12/29/2016,AMZN,765.15
12/30/2016,AMZN,749.87
1/3/2017,AMZN,753.67
1/4/2017,AMZN,757.18
1/5/2017,AMZN,780.45
1/6/2017,AMZN,795.99
1/9/2017,AMZN,796.92
1/10/2017,AMZN,795.9
1/11/2017,AMZN,799.02
1/12/2017,AMZN,813.64
1/13/2017,AMZN,817.14
1/17/2017,AMZN,809.72
1/18/2017,AMZN,807.48
1/19/2017,AMZN,809.04
1/20/2017,AMZN,808.33
1/23/2017,AMZN,817.88
1/24/2017,AMZN,822.44
1/25/2017,AMZN,836.52
1/26/2017,AMZN,839.15
1/27/2017,AMZN,835.77
1/30/2017,AMZN,830.38
1/31/2017,AMZN,823.48
2/1/2017,AMZN,832.35
2/2/2017,AMZN,839.95
2/3/2017,AMZN,810.2
2/6/2017,AMZN,807.64
2/7/2017,AMZN,812.5
2/8/2017,AMZN,819.71
2/9/2017,AMZN,821.36
2/10/2017,AMZN,827.46
2/13/2017,AMZN,836.53
2/14/2017,AMZN,836.39
2/15/2017,AMZN,842.7
2/16/2017,AMZN,844.14
2/17/2017,AMZN,845.07
2/21/2017,AMZN,856.44
2/22/2017,AMZN,855.61
2/23/2017,AMZN,852.19
2/24/2017,AMZN,845.24
2/27/2017,AMZN,848.64
2/28/2017,AMZN,845.04
3/1/2017,AMZN,853.08
3/2/2017,AMZN,848.91
3/3/2017,AMZN,849.88
3/6/2017,AMZN,846.61
3/7/2017,AMZN,846.02
3/8/2017,AMZN,850.5
3/9/2017,AMZN,853
3/10/2017,AMZN,852.46
3/13/2017,AMZN,854.59
3/14/2017,AMZN,852.53
3/15/2017,AMZN,852.97
3/16/2017,AMZN,853.42
3/17/2017,AMZN,852.31
3/20/2017,AMZN,856.97
3/21/2017,AMZN,843.2
3/22/2017,AMZN,848.06
3/23/2017,AMZN,847.38
3/24/2017,AMZN,845.61
3/27/2017,AMZN,846.82
3/28/2017,AMZN,856
3/29/2017,AMZN,874.32
3/30/2017,AMZN,876.34
3/31/2017,AMZN,886.54
4/3/2017,AMZN,891.51
4/4/2017,AMZN,906.83
4/5/2017,AMZN,909.28
4/6/2017,AMZN,898.28
4/7/2017,AMZN,894.88
4/10/2017,AMZN,907.04
4/11/2017,AMZN,902.36
4/12/2017,AMZN,896.23
4/13/2017,AMZN,884.67
4/17/2017,AMZN,901.99
4/18/2017,AMZN,903.78
4/19/2017,AMZN,899.2
4/20/2017,AMZN,902.06
4/21/2017,AMZN,898.53
4/24/2017,AMZN,907.41
4/25/2017,AMZN,907.62
4/26/2017,AMZN,909.29
4/27/2017,AMZN,918.38
4/28/2017,AMZN,924.99
5/1/2017,AMZN,948.23
5/2/2017,AMZN,946.94
5/3/2017,AMZN,941.03
5/4/2017,AMZN,937.53
5/5/2017,AMZN,934.15
5/8/2017,AMZN,949.04
5/9/2017,AMZN,952.82
5/10/2017,AMZN,948.95
5/11/2017,AMZN,947.62
5/12/2017,AMZN,961.35
5/15/2017,AMZN,957.97
5/16/2017,AMZN,966.07
5/17/2017,AMZN,944.76
5/18/2017,AMZN,958.49
5/19/2017,AMZN,959.84
5/22/2017,AMZN,970.67
5/23/2017,AMZN,971.54
5/24/2017,AMZN,980.35
5/25/2017,AMZN,993.38
5/26/2017,AMZN,995.78
5/30/2017,AMZN,996.7
5/31/2017,AMZN,994.62
6/1/2017,AMZN,995.95
6/2/2017,AMZN,1006.73
6/5/2017,AMZN,1011.34
6/6/2017,AMZN,1003
6/7/2017,AMZN,1010.07
6/8/2017,AMZN,1010.27
6/9/2017,AMZN,978.31
6/12/2017,AMZN,964.91
6/13/2017,AMZN,980.79
6/14/2017,AMZN,976.47
6/15/2017,AMZN,964.17
6/16/2017,AMZN,987.71
6/19/2017,AMZN,995.17
6/20/2017,AMZN,992.59
6/21/2017,AMZN,1002.23
6/22/2017,AMZN,1001.3
6/23/2017,AMZN,1003.74
